ISO,Year,WP
TTO,2003,0.26
TTO,2004,0.26
TTO,2005,0.26
TTO,2006,0.26
TTO,2007,0.26
TTO,2008,0.26
TTO,2009,0.26
TTO,2010,0.26
TTO,2011,0.26
TTO,2012,0.26
TTO,2013,0.26
TTO,2014,0.26
TTO,2015,0.26
TTO,2016,0.26
TTO,2017,0.26
TTO,2018,0.26
TTO,2019,0.26
TUN,2000,0.18
TUN,2001,0.18
TUN,2002,0.18
TUN,2003,0.18
TUN,2004,0.18
TUN,2005,0.18
TUN,2006,0.18
TUN,2007,0.18
TUN,2008,0.18
TUN,2009,0.18
TUN,2010,0.18
TUN,2011,0.18
TUN,2012,0.18
TUN,2013,0.18
TUN,2014,0.18
TUN,2015,0.18
TUN,2016,0.18
TUN,2017,0.18
TUN,2018,0.18
TUN,2019,0.18
TUR,2000,0.52
TUR,2001,0.52
TUR,2002,0.52
TUR,2003,0.52
TUR,2004,0.52
TUR,2005,0.52
TUR,2006,0.52
TUR,2007,0.52
TUR,2008,0.52
TUR,2009,0.52
TUR,2010,0.52
TUR,2011,0.52
TUR,2012,0.52
TUR,2013,0.52
TUR,2014,0.52
TUR,2015,0.52
TUR,2016,0.52
TUR,2017,0.52
TUR,2018,0.52
TUR,2019,0.52
TUV,2000,3.08
TUV,2001,3.08
TUV,2002,3.08
TUV,2003,3.08
TUV,2004,3.08
TUV,2005,3.08
TUV,2006,3.08
TUV,2007,3.08
TUV,2008,3.08
TUV,2009,3.08
TUV,2010,3.08
TUV,2011,3.08
TUV,2012,3.08
TUV,2013,3.08
TUV,2014,3.08
TUV,2015,3.08
TUV,2016,3.08
TUV,2017,3.08
TUV,2018,3.08
TUV,2019,3.08
TZA,2000,0.43
TZA,2001,0.43
TZA,2002,0.43
TZA,2003,0.43
TZA,2004,0.43
TZA,2005,0.43
TZA,2006,0.43
TZA,2007,0.43
TZA,2008,0.43
TZA,2009,0.43
TZA,2010,0.43
TZA,2011,0.43
TZA,2012,0.43
TZA,2013,0.43
TZA,2014,0.43
TZA,2015,0.43
TZA,2016,0.43
TZA,2017,0.43
TZA,2018,0.43
TZA,2019,0.43
UGA,2000,0.95
UGA,2001,0.95
UGA,2002,0.95
UGA,2003,0.95
UGA,2004,0.95
UGA,2005,0.95
UGA,2006,0.95
UGA,2007,0.95
UGA,2008,0.95
UGA,2009,0.95
UGA,2010,0.95
UGA,2011,0.95
UGA,2012,0.95
UGA,2013,0.95
UGA,2014,0.95
UGA,2015,0.95
UGA,2016,0.95
UGA,2017,0.95
UGA,2018,0.95
UGA,2019,0.95
UKR,2000,0.49
UKR,2001,0.49
UKR,2002,0.49
UKR,2003,0.49
UKR,2004,0.49
UKR,2005,0.49
UKR,2006,0.49
UKR,2007,0.49
UKR,2008,0.49
UKR,2009,0.49
UKR,2010,0.49
UKR,2011,0.49
UKR,2012,0.49
UKR,2013,0.49
UKR,2014,0.49
UKR,2015,0.49
UKR,2016,0.49
UKR,2017,0.49
UKR,2018,0.49
UKR,2019,0.49
URY,2000,1.38
URY,2001,1.38
URY,2002,1.38
URY,2003,1.38
URY,2004,1.38
URY,2005,1.38
URY,2006,1.38
URY,2007,1.38
URY,2008,1.38
URY,2009,1.38
URY,2010,1.38
URY,2011,1.38
URY,2012,1.38
URY,2013,1.38
URY,2014,1.38
URY,2015,1.38
URY,2016,1.38
URY,2017,1.38
URY,2018,1.38
URY,2019,1.38
UZB,2000,0.07
UZB,2001,0.07
UZB,2002,0.07
UZB,2003,0.07
UZB,2004,0.07
UZB,2005,0.07
UZB,2006,0.07
UZB,2007,0.07
UZB,2008,0.07
UZB,2009,0.07
UZB,2010,0.07
UZB,2011,0.07
UZB,2012,0.07
UZB,2013,0.07
UZB,2014,0.07
UZB,2015,0.07
UZB,2016,0.07
UZB,2017,0.07
UZB,2018,0.07
UZB,2019,0.07
VCT,2000,1.29
VCT,2001,1.29
VCT,2002,1.29
VCT,2003,1.29
VCT,2004,1.29
VCT,2005,1.29
VCT,2006,1.29
VCT,2007,1.29
VCT,2008,1.29
VCT,2009,1.29
VCT,2010,1.29
VCT,2011,1.29
VCT,2012,1.29
VCT,2013,1.29
VCT,2014,1.29
VCT,2015,1.29
VCT,2016,1.29
VCT,2017,1.29
VCT,2018,1.29
VCT,2019,1.29
VEN,2000,0.0
VEN,2001,0.0
VEN,2002,0.0
VEN,2003,0.0
VEN,2004,0.0
VEN,2005,0.0
VEN,2006,0.0
VEN,2007,0.0
VEN,2008,0.0
VEN,2009,0.0
VEN,2010,0.0
VEN,2011,0.0
VEN,2012,0.0
VEN,2013,0.0
VEN,2014,0.0
VEN,2015,0.0
VEN,2016,0.0
VEN,2017,0.0
VEN,2018,0.0
VEN,2019,0.0
VGB,2000,5.02
VGB,2001,5.02
VGB,2002,5.02
VGB,2003,5.02
VGB,2004,5.02
VGB,2005,5.02
VGB,2006,5.02
VGB,2007,5.02
VGB,2008,5.02
VGB,2009,5.02
VGB,2010,5.02
VGB,2011,5.02
VGB,2012,5.02
VGB,2013,5.02
VGB,2014,5.02
VGB,2015,5.02
VGB,2016,5.02
VGB,2017,5.02
VGB,2018,5.02
VGB,2019,5.02
VIR,2000,6.91
VIR,2001,6.91
VIR,2002,6.91
VIR,2003,6.91
VIR,2004,6.91
VIR,2005,6.91
VIR,2006,6.91
VIR,2007,6.91
VIR,2008,6.91
VIR,2009,6.91
VIR,2010,6.91
VIR,2011,6.91
VIR,2012,6.91
VIR,2013,6.91
VIR,2014,6.91
VIR,2015,6.91
VIR,2016,6.91
VIR,2017,6.91
VIR,2018,6.91
VIR,2019,6.91
VNM,2000,0.31
VNM,2001,0.31
VNM,2002,0.31
VNM,2003,0.31
VNM,2004,0.31
VNM,2005,0.31
VNM,2006,0.31
VNM,2007,0.31
VNM,2008,0.31
VNM,2009,0.31
VNM,2010,0.31
VNM,2011,0.31
VNM,2012,0.31
VNM,2013,0.31
VNM,2014,0.31
VNM,2015,0.31
VNM,2016,0.31
VNM,2017,0.31
VNM,2018,0.31
VNM,2019,0.31
VUT,2000,0.93
VUT,2001,0.93
VUT,2002,0.93
VUT,2003,0.93
VUT,2004,0.93
VUT,2005,0.93
VUT,2006,0.93
VUT,2007,0.93
VUT,2008,0.93
VUT,2009,0.93
VUT,2010,0.93
VUT,2011,0.93
VUT,2012,0.93
VUT,2013,0.93
VUT,2014,0.93
VUT,2015,0.93
VUT,2016,0.93
VUT,2017,0.93
VUT,2018,0.93
VUT,2019,0.93
WSM,2000,0.3
WSM,2001,0.3
WSM,2002,0.3
WSM,2003,0.3
WSM,2004,0.3
WSM,2005,0.3
WSM,2006,0.3
WSM,2007,0.3
WSM,2008,0.3
WSM,2009,0.3
WSM,2010,0.3
WSM,2011,0.3
WSM,2012,0.3
WSM,2013,0.3
WSM,2014,0.3
WSM,2015,0.3
WSM,2016,0.3
WSM,2017,0.3
WSM,2018,0.3
WSM,2019,0.3
XKX,2000,0.52
XKX,2001,0.52
XKX,2002,0.52
XKX,2003,0.52
XKX,2004,0.52
XKX,2005,0.52
XKX,2006,0.52
XKX,2007,0.52
XKX,2008,0.52
XKX,2009,0.52
XKX,2010,0.52
XKX,2011,0.52
XKX,2012,0.52
XKX,2013,0.52
XKX,2014,0.52
XKX,2015,0.52
XKX,2016,0.52
XKX,2017,0.52
XKX,2018,0.52
XKX,2019,0.52
YEM,2000,0.0
YEM,2001,0.0
YEM,2002,0.0
YEM,2003,0.0
YEM,2004,0.0
YEM,2005,0.0
YEM,2006,0.0
YEM,2007,0.0
YEM,2008,0.0
YEM,2009,0.0
YEM,2010,0.0
YEM,2011,0.0
YEM,2012,0.0
YEM,2013,0.0
YEM,2014,0.0
YEM,2015,0.0
YEM,2016,0.0
YEM,2017,0.0
YEM,2018,0.0
YEM,2019,0.0
ZAF,2000,1.37
ZAF,2001,1.37
ZAF,2002,1.37
ZAF,2003,1.37
ZAF,2004,1.37
ZAF,2005,1.37
ZAF,2006,1.37
ZAF,2007,1.37
ZAF,2008,1.37
ZAF,2009,1.37
ZAF,2010,1.37
ZAF,2011,1.37
ZAF,2012,1.37
ZAF,2013,1.37
ZAF,2014,1.37
ZAF,2015,1.37
ZAF,2016,1.37
ZAF,2017,1.37
ZAF,2018,1.37
ZAF,2019,1.37
ZMB,2000,0.64
ZMB,2001,0.64
ZMB,2002,0.64
ZMB,2003,0.64
ZMB,2004,0.64
ZMB,2005,0.64
ZMB,2006,0.64
ZMB,2007,0.64
ZMB,2008,0.64
ZMB,2009,0.64
ZMB,2010,0.64
ZMB,2011,0.64
ZMB,2012,0.64
ZMB,2013,0.64
ZMB,2014,0.64
ZMB,2015,0.64
ZMB,2016,0.64
ZMB,2017,0.64
ZMB,2018,0.64
ZMB,2019,0.64
ZWE,2000,1.0
ZWE,2001,1.0
ZWE,2002,1.0
ZWE,2003,1.0
ZWE,2004,1.0
ZWE,2005,1.0
ZWE,2006,1.0
ZWE,2007,1.0
ZWE,2008,1.0
ZWE,2009,1.0
ZWE,2010,1.0
ZWE,2011,1.0
ZWE,2012,1.0
ZWE,2013,1.0
ZWE,2014,1.0
ZWE,2015,1.0
ZWE,2016,1.0
ZWE,2017,1.0
ZWE,2018,1.0
ZWE,2019,1.0
